x1,x2
1.9470259150182259,72.38925583789428
3.925182236314136,2576.3561453526386
0.9298768542828305,9.35796389721767
8.831709452009775,1.763743922523249e7
4.820659388413061,12908.137399951018
7.172344483576758,889732.5591865731
4.848227698006797,13565.282369215467
8.044464300812203,4.275848309862523e6
5.193210722588364,25241.51159930497
2.111608457225051,99.0291586154312
9.834680705458782,1.0727247317899372e8
4.702165853637585,10428.46768322636
5.866562963040756,84817.20265285614
0.8580147295394355,10.498182818375613
8.941168863221165,2.1478463357469473e7
6.677079908569337,364835.7773566349
5.219482523917978,26463.09845526778
5.05816004455861,19794.677839367632
8.203315799547797,5.691167451203511e6
5.989731702282908,105870.87610425484
6.833144056740152,483165.8197045078
2.083789650928946,92.58208412769145
5.238433622781949,27381.568749634815
7.097419780101326,777481.2644674527
7.0506415349358775,714695.4373693427
7.63750905197416,2.0553842618335192e6
5.240257185991081,27471.61023636754
4.171817594946316,4014.384907560817
9.876741018417635,1.1570925839462006e8
10.178038145165301,1.9902201885042852e8
5.325531963478062,32028.174587682242
9.078258823712861,2.7489734897905875e7
0.6689688275104877,6.9635141370578
5.723454926704533,65558.4773147428
8.755698483520254,1.5382094055698752e7
7.865922020225888,3.1006336342527643e6
1.0387099348388702,14.240593748263922
1.896063020986258,68.11641090341682
5.501861546830107,43994.79812406686
2.889130789717558,400.435343808338
5.202726031600934,25676.70114814972
3.015811765350225,500.2392062991898
5.319978656238745,31712.018030426003
6.0767015096043755,123812.65881663792
3.851543270590784,2255.8902840569276
9.039388744409587,2.5632127941407006e7
7.980040216499799,3.8076760243934286e6
9.656410704857445,7.782681703343098e7
5.663316387836508,58829.24103248688
3.277620539360439,802.6487605264289
